source_ip,win_total_events,win_unique_hosts,win_unique_users,win_failed_logons,win_process_creations,win_privileged_logons,win_service_installs,win_rdp_logons,win_network_logons,win_off_hours_events,win_fail_ratio,win_priv_ratio,win_process_ratio,win_off_hours_ratio,zeek_total_conns,zeek_unique_dst_ips,zeek_unique_dst_ports,zeek_failed_conns,zeek_encrypted_conns,zeek_off_hours_conns,zeek_mean_duration,zeek_mean_orig_bytes,zeek_mean_resp_bytes,zeek_total_orig_bytes,zeek_mean_bytes_ratio,zeek_mean_orig_pkts,zeek_fail_ratio,zeek_encrypted_ratio,zeek_off_hours_ratio,zeek_dst_diversity,threat_score,is_anomaly,ind_high_fail_ratio,ind_high_upload_ratio,ind_high_port_spread,ja3_never_seen_conns,ja3_rare_conns,ja3_known_c2_conns,ja3_min_frequency,ind_ja3_c2_match
10.40.1.243,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,339.0,327.0,10.0,67.0,43.0,169.0,14.030227138643069,3689688.843657817,249979.1179941003,1250804518.0,20.62545046000535,2634.9793510324484,0.1976401179941003,0.12684365781710916,0.49852507374631266,0.03058103975535168,0.49927928795285226,0,0,0,0,2.0,43.0,0.0,8.145909531528744e-06,0
192.168.1.224,4.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.25,0.0,0.0,0.25,270.0,263.0,8.0,53.0,30.0,136.0,15.80797037037037,1025307.4740740741,242960.09259259258,276833018.0,11.084290260700255,731.8925925925926,0.1962962962962963,0.1111111111111111,0.5037037037037037,0.030418250950570342,0.4989770596712352,0,1,0,0,0.0,30.0,0.0,8.145909531528744e-06,0
172.16.1.187,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.5,1.0,307.0,300.0,10.0,76.0,48.0,156.0,13.362817589576547,2342331.882736156,229999.2964169381,719095888.0,29.41013293647072,1672.5960912052117,0.247557003257329,0.1563517915309446,0.50814332247557,0.03333333333333333,0.4989079590299208,0,1,0,0,0.0,48.0,0.0,8.145909531528744e-06,0
10.20.0.128,5.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.4,0.0,0.0,0.8,321.0,309.0,9.0,64.0,43.0,161.0,15.147115264797508,944702.9283489097,245576.95950155763,303249640.0,13.216383274818936,674.3208722741433,0.19937694704049844,0.13395638629283488,0.5015576323987538,0.02912621359223301,0.4988926799648309,0,1,0,0,0.0,43.0,0.0,8.145909531528744e-06,0
203.0.113.49,318.0,189.0,163.0,47.0,26.0,8.0,3.0,62.0,137.0,146.0,0.14779874213836477,0.025157232704402517,0.08176100628930817,0.4591194968553459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49889142780580875,0,0,0,0,0.0,0.0,0.0,,0
10.10.1.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,307.0,10.0,80.0,36.0,139.0,16.82914240506329,4078717.810126582,250446.64556962025,1288874828.0,53.09908727753315,2912.8924050632913,0.25316455696202533,0.11392405063291139,0.439873417721519,0.03257328990228013,0.4986011666857657,0,0,1,0,0.0,36.0,0.0,8.145909531528744e-06,0
1.1.1.232,283.0,168.0,145.0,50.0,38.0,7.0,5.0,35.0,124.0,130.0,0.17667844522968199,0.024734982332155476,0.13427561837455831,0.45936395759717313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4984915622191409,0,0,0,0,0.0,0.0,0.0,,0
1.1.1.238,307.0,183.0,156.0,44.0,49.0,8.0,4.0,46.0,119.0,152.0,0.14332247557003258,0.026058631921824105,0.15960912052117263,0.495114006514658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49847133196076654,0,0,0,0,0.0,0.0,0.0,,0
10.10.1.191,5.0,5.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.2,0.2,287.0,273.0,8.0,65.0,23.0,151.0,15.829902439024389,971540.1114982578,250794.97212543554,278832012.0,13.113568002467012,693.4529616724739,0.2264808362369338,0.08013937282229965,0.5261324041811847,0.029304029304029304,0.49823696143086627,0,0,0,0,0.0,23.0,0.0,8.145909531528744e-06,0
1.1.1.94,305.0,173.0,159.0,63.0,48.0,10.0,1.0,43.0,131.0,133.0,0.20655737704918034,0.03278688524590164,0.15737704918032788,0.4360655737704918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4978485785124752,0,0,0,0,0.0,0.0,0.0,,0
10.40.1.228,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,308.0,298.0,10.0,66.0,33.0,149.0,16.990811688311688,4906214.483766234,241945.9383116883,1511114061.0,34.20349506033539,3503.9155844155844,0.21428571428571427,0.10714285714285714,0.4837662337662338,0.03355704697986577,0.49775428907526276,0,0,0,0,2.0,34.0,0.0,8.145909531528744e-06,0
192.168.1.55,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,285.0,276.0,9.0,69.0,28.0,138.0,15.616336842105262,1057815.5684210525,256340.30175438596,301477437.0,22.8469982892236,755.1087719298246,0.24210526315789474,0.09824561403508772,0.4842105263157895,0.03260869565217391,0.4977362356840338,0,0,0,0,0.0,28.0,0.0,8.145909531528744e-06,0
192.168.10.90,4.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,329.0,316.0,10.0,73.0,48.0,154.0,15.606686930091186,919667.7142857143,260064.77203647417,302570678.0,14.107887902702236,656.3890577507599,0.22188449848024316,0.1458966565349544,0.46808510638297873,0.03164556962025317,0.49751452137099594,0,0,0,0,1.0,48.0,0.0,8.145909531528744e-06,0
10.40.1.157,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,328.0,315.0,9.0,75.0,32.0,171.0,15.101914634146341,4692573.100609756,251591.61890243902,1539163977.0,65.837906971923,3351.3658536585367,0.22865853658536586,0.0975609756097561,0.5213414634146342,0.02857142857142857,0.49749549352584055,0,0,1,0,0.0,32.0,0.0,8.145909531528744e-06,0
10.10.2.52,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,300.0,289.0,8.0,65.0,44.0,150.0,15.806716666666668,5845439.683333334,263799.5133333333,1753631905.0,31.707945607958983,4174.843333333333,0.21666666666666667,0.14666666666666667,0.5,0.02768166089965398,0.4974176487644235,0,0,0,0,2.0,44.0,0.0,8.145909531528744e-06,0
192.168.2.81,6.0,6.0,6.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,0.16666666666666666,0.0,0.3333333333333333,0.5,319.0,306.0,9.0,67.0,33.0,154.0,14.486815047021944,1014430.4827586206,243850.63636363635,323603324.0,29.632116271233855,724.1065830721003,0.21003134796238246,0.10344827586206896,0.4827586206896552,0.029411764705882353,0.4972764888426171,0,0,0,0,0.0,33.0,0.0,8.145909531528744e-06,0
45.142.212.193,332.0,195.0,166.0,44.0,43.0,12.0,6.0,48.0,157.0,168.0,0.13253012048192772,0.03614457831325301,0.12951807228915663,0.5060240963855421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49722805956387894,0,0,0,0,0.0,0.0,0.0,,0
192.168.10.148,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.5,0.0,1.0,290.0,279.0,10.0,58.0,34.0,150.0,14.786141379310344,1125944.5413793104,246595.75862068965,326523917.0,11.431406322942703,803.7241379310345,0.2,0.11724137931034483,0.5172413793103449,0.035842293906810034,0.49720653065068077,0,0,0,0,1.0,35.0,0.0,8.145909531528744e-06,0
208.67.222.26,275.0,170.0,153.0,42.0,29.0,7.0,2.0,39.0,119.0,136.0,0.15272727272727274,0.025454545454545455,0.10545454545454545,0.49454545454545457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4971026081009011,0,0,0,0,0.0,0.0,0.0,,0
185.220.101.251,332.0,189.0,173.0,54.0,45.0,17.0,4.0,32.0,139.0,164.0,0.16265060240963855,0.05120481927710843,0.1355421686746988,0.4939759036144578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4969193132227405,0,0,0,0,0.0,0.0,0.0,,0
10.10.3.174,4.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.25,0.0,0.5,0.25,331.0,318.0,8.0,79.0,40.0,170.0,15.255262839879155,2167853.4561933535,244970.8912386707,717559494.0,23.892089820122617,1547.9607250755287,0.23867069486404835,0.12084592145015106,0.513595166163142,0.025157232704402517,0.49684317098955544,0,1,0,0,1.0,40.0,0.0,8.145909531528744e-06,0
192.168.2.133,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,280.0,272.0,9.0,48.0,27.0,145.0,14.280107142857142,1035767.2071428571,244449.85,290014818.0,11.757552466536813,739.3464285714285,0.17142857142857143,0.09642857142857143,0.5178571428571429,0.03308823529411765,0.49660919022270833,0,1,0,0,0.0,27.0,0.0,8.145909531528744e-06,0
203.0.113.26,349.0,192.0,168.0,55.0,39.0,18.0,4.0,49.0,151.0,164.0,0.15759312320916904,0.05157593123209169,0.11174785100286533,0.4699140401146132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4963492084044778,0,0,0,0,0.0,0.0,0.0,,0
185.220.101.66,279.0,162.0,150.0,46.0,34.0,9.0,4.0,37.0,111.0,143.0,0.16487455197132617,0.03225806451612903,0.12186379928315412,0.5125448028673835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4961450361065929,0,0,0,0,0.0,0.0,0.0,,0
172.16.0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,339.0,323.0,9.0,81.0,38.0,166.0,14.293784660766962,2848820.926253687,254095.1533923304,965750294.0,22.730582279134516,2034.3893805309735,0.23893805309734514,0.11209439528023599,0.4896755162241888,0.02786377708978328,0.4959451849182409,0,1,0,0,2.0,39.0,0.0,8.145909531528744e-06,0
94.102.49.223,339.0,199.0,171.0,69.0,39.0,13.0,2.0,52.0,148.0,162.0,0.20353982300884957,0.038348082595870206,0.11504424778761062,0.4778761061946903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4955722368867652,0,0,0,0,0.0,0.0,0.0,,0
10.30.1.58,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,293.0,284.0,10.0,68.0,34.0,133.0,15.063989761092149,1028891.3242320819,263389.7781569966,301465158.0,11.975006938303126,734.4266211604096,0.23208191126279865,0.11604095563139932,0.4539249146757679,0.035211267605633804,0.4953150325686734,0,1,0,0,2.0,35.0,0.0,8.145909531528744e-06,0
172.16.1.29,4.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.5,0.75,315.0,308.0,10.0,70.0,42.0,176.0,15.063053968253968,3251141.1904761903,259386.39365079365,1024109475.0,17.168469036636992,2321.768253968254,0.2222222222222222,0.13333333333333333,0.5587301587301587,0.032467532467532464,0.49512867123812976,0,0,0,0,0.0,42.0,0.0,8.145909531528744e-06,0
172.16.0.45,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,313.0,305.0,9.0,69.0,43.0,155.0,15.016492012779553,974691.9041533546,262567.9297124601,305078566.0,43.67607721839067,695.7156549520766,0.22044728434504793,0.13738019169329074,0.4952076677316294,0.029508196721311476,0.49512303809157254,0,0,1,0,0.0,43.0,0.0,8.145909531528744e-06,0
185.220.101.30,300.0,179.0,165.0,37.0,47.0,12.0,1.0,40.0,130.0,151.0,0.12333333333333334,0.04,0.15666666666666668,0.5033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4948804726020277,0,0,0,0,0.0,0.0,0.0,,0
91.108.56.74,332.0,178.0,167.0,53.0,38.0,9.0,11.0,60.0,145.0,174.0,0.15963855421686746,0.02710843373493976,0.1144578313253012,0.5240963855421686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49454562639494404,0,0,0,0,0.0,0.0,0.0,,0
45.142.212.67,290.0,175.0,156.0,42.0,24.0,14.0,3.0,35.0,122.0,151.0,0.14482758620689656,0.04827586206896552,0.08275862068965517,0.5206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494083899084502,0,0,0,0,0.0,0.0,0.0,,0
185.220.101.163,313.0,179.0,165.0,46.0,45.0,19.0,5.0,53.0,138.0,147.0,0.14696485623003194,0.06070287539936102,0.14376996805111822,0.4696485623003195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49391871122753783,0,0,0,0,0.0,0.0,0.0,,0
178.62.12.39,284.0,171.0,151.0,63.0,34.0,10.0,2.0,36.0,128.0,128.0,0.22183098591549297,0.035211267605633804,0.11971830985915492,0.4507042253521127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4937336821589574,0,1,0,0,0.0,0.0,0.0,,0
172.16.1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,313.0,8.0,78.0,32.0,170.0,16.27326234567901,3860724.74691358,250283.6512345679,1250874818.0,42.74868771909969,2757.182098765432,0.24074074074074073,0.09876543209876543,0.5246913580246914,0.025559105431309903,0.49337888051465706,0,0,1,0,0.0,32.0,0.0,8.145909531528744e-06,0
192.168.2.104,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,280.0,269.0,8.0,54.0,28.0,141.0,15.584642857142857,4310079.932142857,258769.3107142857,1206822381.0,23.522654164098224,3078.1071428571427,0.19285714285714287,0.1,0.5035714285714286,0.02973977695167286,0.4932908249992026,0,0,0,0,0.0,28.0,0.0,8.145909531528744e-06,0
94.102.49.239,279.0,166.0,143.0,47.0,32.0,5.0,4.0,39.0,122.0,144.0,0.16845878136200718,0.017921146953405017,0.11469534050179211,0.5161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4929353667202234,0,0,0,0,0.0,0.0,0.0,,0
192.168.2.116,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,294.0,287.0,9.0,73.0,36.0,151.0,15.546775510204084,2218903.7789115645,247938.8605442177,652357711.0,14.557925770172977,1584.4285714285713,0.24829931972789115,0.12244897959183673,0.5136054421768708,0.0313588850174216,0.4928094805153094,0,0,0,0,0.0,36.0,0.0,8.145909531528744e-06,0
10.30.1.126,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,0.0,1.0,332.0,317.0,8.0,80.0,36.0,163.0,12.928102409638555,1042790.3162650602,232434.31024096385,346206385.0,26.5313029777093,744.355421686747,0.24096385542168675,0.10843373493975904,0.49096385542168675,0.025236593059936908,0.49274371341244483,0,1,0,0,1.0,36.0,0.0,8.145909531528744e-06,0
208.67.222.120,279.0,177.0,164.0,43.0,29.0,7.0,0.0,39.0,119.0,134.0,0.15412186379928317,0.025089605734767026,0.1039426523297491,0.48028673835125446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49267399263282297,0,0,0,0,0.0,0.0,0.0,,0
203.0.113.32,322.0,181.0,165.0,59.0,52.0,15.0,6.0,53.0,124.0,163.0,0.18322981366459629,0.046583850931677016,0.16149068322981366,0.5062111801242236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49244849974259886,0,0,0,0,0.0,0.0,0.0,,0
203.0.113.203,332.0,189.0,164.0,63.0,39.0,18.0,6.0,51.0,156.0,166.0,0.1897590361445783,0.05421686746987952,0.11746987951807229,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4923370203159837,0,0,0,0,0.0,0.0,0.0,,0
172.16.0.55,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,275.0,268.0,9.0,83.0,46.0,143.0,14.676043636363636,3564361.9672727273,255343.25818181818,980199541.0,62.75377072113727,2545.4327272727273,0.3018181818181818,0.16727272727272727,0.52,0.033582089552238806,0.4918381556407889,0,0,1,0,2.0,47.0,0.0,8.145909531528744e-06,0
10.10.1.91,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,297.0,287.0,9.0,87.0,26.0,147.0,14.622973063973065,1016543.973063973,258546.7441077441,301913560.0,14.109959321703023,725.5656565656566,0.29292929292929293,0.08754208754208755,0.494949494949495,0.0313588850174216,0.4915098698146261,0,1,0,0,1.0,26.0,0.0,8.145909531528744e-06,0
178.62.12.179,287.0,169.0,153.0,39.0,33.0,13.0,4.0,35.0,141.0,148.0,0.13588850174216027,0.04529616724738676,0.11498257839721254,0.5156794425087108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4915019908088678,0,0,0,0,0.0,0.0,0.0,,0
10.30.2.29,4.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.75,0.75,296.0,287.0,10.0,64.0,29.0,135.0,13.960604729729729,2329359.733108108,249061.74662162163,689490481.0,22.66764241955421,1663.3344594594594,0.21621621621621623,0.09797297297297297,0.4560810810810811,0.03484320557491289,0.4914081876181915,0,0,0,0,1.0,29.0,0.0,8.145909531528744e-06,0
91.108.56.9,287.0,168.0,154.0,56.0,26.0,15.0,4.0,43.0,127.0,132.0,0.1951219512195122,0.05226480836236934,0.09059233449477352,0.45993031358885017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4909988246540653,0,0,0,0,0.0,0.0,0.0,,0
208.67.222.148,308.0,161.0,159.0,67.0,31.0,15.0,3.0,38.0,150.0,151.0,0.21753246753246752,0.048701298701298704,0.10064935064935066,0.4902597402597403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4909842286784861,0,1,0,0,0.0,0.0,0.0,,0
172.16.0.226,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,323.0,314.0,9.0,67.0,41.0,146.0,15.850049535603715,3375173.9783281735,260520.6439628483,1090181195.0,332.01934851013266,2410.362229102167,0.20743034055727555,0.12693498452012383,0.4520123839009288,0.028662420382165606,0.49092264548376174,0,1,1,0,1.0,41.0,0.0,8.145909531528744e-06,0
192.168.10.223,6.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.16666666666666666,0.0,0.16666666666666666,0.5,295.0,284.0,9.0,71.0,39.0,140.0,14.154284745762713,1010590.6406779661,255245.1593220339,298124239.0,15.867952680948804,721.3627118644068,0.24067796610169492,0.13220338983050847,0.4745762711864407,0.03169014084507042,0.49062468683653804,0,0,0,0,0.0,39.0,0.0,8.145909531528744e-06,0
10.10.1.196,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,0.0,0.0,0.25,320.0,311.0,9.0,77.0,43.0,179.0,14.481081249999999,2502762.421875,243779.015625,800883975.0,24.111330287714836,1787.1625,0.240625,0.134375,0.559375,0.028938906752411574,0.4903071124939925,0,1,0,0,0.0,43.0,0.0,8.145909531528744e-06,0
10.40.1.105,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.4,320.0,311.0,8.0,85.0,46.0,167.0,14.397521875,1020800.228125,243183.778125,326656073.0,29.140778551018713,728.6625,0.265625,0.14375,0.521875,0.02572347266881029,0.4902593915475485,0,0,0,0,0.0,46.0,0.0,8.145909531528744e-06,0
192.168.10.44,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.25,0.0,0.0,0.75,280.0,268.0,10.0,58.0,33.0,130.0,13.522367857142857,940501.1642857143,250009.86428571428,263340326.0,9.689415801553572,671.3035714285714,0.20714285714285716,0.11785714285714285,0.4642857142857143,0.03731343283582089,0.48976146009884525,0,1,0,0,0.0,33.0,0.0,8.145909531528744e-06,0
10.30.2.21,4.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.5,0.5,313.0,303.0,10.0,66.0,44.0,149.0,15.07891054313099,3840038.1405750797,238810.57188498403,1201931938.0,23.600103353634807,2742.402555910543,0.2108626198083067,0.14057507987220447,0.476038338658147,0.033003300330033,0.48930905122326873,0,0,0,0,1.0,45.0,0.0,8.145909531528744e-06,0
10.30.1.224,4.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.25,0.0,0.0,0.5,289.0,283.0,10.0,67.0,37.0,133.0,15.829823529411765,3500943.858131488,243077.88235294117,1011772775.0,41.1632154060185,2500.176470588235,0.23183391003460208,0.12802768166089964,0.4602076124567474,0.0353356890459364,0.4892839921228205,0,1,1,0,0.0,37.0,0.0,8.145909531528744e-06,0
10.10.1.12,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,292.0,286.0,9.0,58.0,31.0,155.0,16.050931506849317,999862.455479452,251317.5308219178,291959837.0,12.137852946119356,713.7020547945206,0.19863013698630136,0.10616438356164383,0.5308219178082192,0.03146853146853147,0.4891822524845355,0,0,0,0,0.0,31.0,0.0,8.145909531528744e-06,0
172.16.1.78,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,294.0,283.0,10.0,69.0,37.0,150.0,15.460666666666665,3266779.2210884355,245863.16326530612,960433091.0,16.97811923012917,2332.9353741496598,0.23469387755102042,0.12585034013605442,0.5102040816326531,0.0353356890459364,0.48905396793258593,0,1,0,0,1.0,37.0,0.0,8.145909531528744e-06,0
103.75.190.239,300.0,174.0,148.0,37.0,37.0,7.0,5.0,44.0,117.0,142.0,0.12333333333333334,0.023333333333333334,0.12333333333333334,0.47333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48859838328085736,0,0,0,0,0.0,0.0,0.0,,0
45.142.212.124,303.0,180.0,170.0,55.0,47.0,9.0,2.0,60.0,115.0,159.0,0.18151815181518152,0.0297029702970297,0.1551155115511551,0.5247524752475248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48831645015813463,0,0,0,0,0.0,0.0,0.0,,0
1.1.1.214,336.0,190.0,163.0,65.0,44.0,18.0,3.0,44.0,151.0,179.0,0.19345238095238096,0.05357142857142857,0.13095238095238096,0.5327380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48803727250662166,0,0,0,0,0.0,0.0,0.0,,0
203.0.113.103,279.0,166.0,150.0,50.0,27.0,11.0,2.0,38.0,115.0,133.0,0.17921146953405018,0.03942652329749104,0.0967741935483871,0.4767025089605735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48771566873985883,0,0,0,0,0.0,0.0,0.0,,0
185.220.101.10,325.0,180.0,168.0,64.0,46.0,9.0,4.0,34.0,166.0,159.0,0.19692307692307692,0.027692307692307693,0.14153846153846153,0.48923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4875930041858675,0,0,0,0,0.0,0.0,0.0,,0
103.75.190.92,341.0,189.0,165.0,69.0,42.0,9.0,7.0,52.0,153.0,165.0,0.20234604105571846,0.026392961876832845,0.12316715542521994,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4875330321588963,0,0,0,0,0.0,0.0,0.0,,0
172.16.0.152,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.7142857142857143,295.0,286.0,10.0,82.0,39.0,147.0,15.814267796610169,973062.8440677966,237653.37288135593,287053539.0,13.497620373448756,694.542372881356,0.27796610169491526,0.13220338983050847,0.49830508474576274,0.03496503496503497,0.4873029339931124,0,0,0,0,0.0,39.0,0.0,8.145909531528744e-06,0
208.67.222.215,333.0,190.0,166.0,66.0,23.0,12.0,2.0,42.0,142.0,147.0,0.1981981981981982,0.036036036036036036,0.06906906906906907,0.44144144144144143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48728589283147894,0,0,0,0,0.0,0.0,0.0,,0
203.0.113.194,315.0,193.0,160.0,69.0,27.0,12.0,2.0,39.0,146.0,147.0,0.21904761904761905,0.0380952380952381,0.08571428571428572,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487222199990198,0,1,0,0,0.0,0.0,0.0,,0
203.0.113.95,334.0,186.0,167.0,57.0,40.0,19.0,7.0,49.0,135.0,183.0,0.17065868263473055,0.05688622754491018,0.11976047904191617,0.5479041916167665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486989267430058,0,0,0,0,0.0,0.0,0.0,,0
94.102.49.194,281.0,173.0,155.0,54.0,26.0,7.0,7.0,40.0,119.0,153.0,0.19217081850533807,0.02491103202846975,0.09252669039145907,0.5444839857651246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4869808157520805,0,0,0,0,0.0,0.0,0.0,,0
